	Perturbed Premise	Perturbed Hypothesis	label	Original Premise	Original Hypothesis	perturbed_label	attack
1697	The number eight rollerskater is taking the lead and pulling away from her black and red dressed opponents.	A rollerskater c the t.	1	The number eight rollerskater is taking the lead and pulling away from her black and red dressed opponents.	A rollerskater behind the pack.	0	WordSwapWordNetSynonyms
1698	people standing at a beach with Cameras.	People standing at a beach being filmed by v.	1	people standing at a beach with Cameras.	People standing at a beach being filmed by cameras.	2	WordSwapWordNetSynonyms
1699	people standing at a beach with Cameras.	A group of people standing at a beach filled with v.	1	people standing at a beach with Cameras.	A group of people standing at a beach filled with cameras.	2	WordSwapWordNetSynonyms
1700	The number eight rollerskater is taking the lead and pulling away from her black and red dressed opponents.	A rolleeskater behine the pacl.	1	The number eight rollerskater is taking the lead and pulling away from her black and red dressed opponents.	A rollerskater behind the pack.	2	WordSwapQWERTY
1701	people standing at a beach with Cameras.	People standing at a geach being filmed by cameras.	1	people standing at a beach with Cameras.	People standing at a beach being filmed by cameras.	0	WordSwapQWERTY
1702	people standing at a beach with Cameras.	A group of people standing at a beach filled with vameras.	1	people standing at a beach with Cameras.	A group of people standing at a beach filled with cameras.	2	WordSwapQWERTY
1703	Women enjoying a game of table tennis.	Women are playing ping peng.	0	Women enjoying a game of table tennis.	Women are playing ping pong.	2	WordSwapEmbedding
1704	The number eight rollerskater is taking the lead and pulling away from her black and red dressed opponents.	A rollerskater behind the packaging.	1	The number eight rollerskater is taking the lead and pulling away from her black and red dressed opponents.	A rollerskater behind the pack.	0	WordSwapEmbedding
1705	people standing at a beach with Cameras.	People standing at a bath being filmed by cameras.	1	people standing at a beach with Cameras.	People standing at a beach being filmed by cameras.	0	WordSwapEmbedding
1706	people standing at a beach with Cameras.	A group of people standing at a bath filled with cameras.	1	people standing at a beach with Cameras.	A group of people standing at a beach filled with cameras.	0	WordSwapEmbedding
1707	Women enjoying a game of games.	Women are playing ping pong.	0	Women enjoying a game of table tennis.	Women are playing ping pong.	2	WordMergeMaskedLM
1708	The number one is taking the lead and pulling away from her black and red dressed opponents.	A rollerskater behind the pack.	1	The number eight rollerskater is taking the lead and pulling away from her black and red dressed opponents.	A rollerskater behind the pack.	2	WordMergeMaskedLM
1709	people standing at a beach with Cameras.	People standing at airports being filmed by cameras.	1	people standing at a beach with Cameras.	People standing at a beach being filmed by cameras.	0	WordMergeMaskedLM
1710	people standing at concerts with Cameras.	A group of people standing at a beach filled with cameras.	1	people standing at a beach with Cameras.	A group of people standing at a beach filled with cameras.	0	WordMergeMaskedLM
1711	Women enjoying a game of table tennis.	Women are pⅼaying ping pоng.	0	Women enjoying a game of table tennis.	Women are playing ping pong.	2	WordSwapHomoglyphSwap
1712	The number eight rollerskater is taking the lead and pulling away from her black and red dressed opponents.	A rollerskateⲅ behind the pack.	1	The number eight rollerskater is taking the lead and pulling away from her black and red dressed opponents.	A rollerskater behind the pack.	0	WordSwapHomoglyphSwap
1713	people standing at a beach with Cameras.	People standing at a beach being filmed by camеras.	1	people standing at a beach with Cameras.	People standing at a beach being filmed by cameras.	2	WordSwapHomoglyphSwap
1714	people standing at a beach with Cameras.	A group of people standing at a beach filled with camеras.	1	people standing at a beach with Cameras.	A group of people standing at a beach filled with cameras.	2	WordSwapHomoglyphSwap
1715	people standing at a beach with Cameras.	People standing at a beach being filmed by positives.	1	people standing at a beach with Cameras.	People standing at a beach being filmed by cameras.	2	WordSwapHowNet
1716	Women enjoying a game of table tennis.	Women are represent ping pong.	0	Women enjoying a game of table tennis.	Women are playing ping pong.	2	WordSwapWordNet
1717	The number eight rollerskater is taking the lead and pulling away from her black and red dressed opponents.	A rollerskater behind the backpack.	1	The number eight rollerskater is taking the lead and pulling away from her black and red dressed opponents.	A rollerskater behind the pack.	0	WordSwapWordNet
1718	people standing at a beach with Cameras.	People suffer at a beach being filmed by cameras.	1	people standing at a beach with Cameras.	People standing at a beach being filmed by cameras.	2	WordSwapWordNet
1719	people standing at a beach with Cameras.	A radical of people standing at a beach filled with cameras.	1	people standing at a beach with Cameras.	A group of people standing at a beach filled with cameras.	2	WordSwapWordNet
1720	A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot.	The basketball player on the white tema amkes the basket.	2	A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot.	The basketball player on the white team makes the basket.	0	WordSwapNeighboringCharacterSwap
1721	A man in a tank top fixing himself a hotdog.	the chidl was ahppy`	2	A man in a tank top fixing himself a hotdog.	the child was happy`	1	WordSwapNeighboringCharacterSwap
1722	A scientist studies a slide in order to work on her new creation.	A owman standing near a imcroscope.	1	A scientist studies a slide in order to work on her new creation.	A woman standing near a microscope.	0	WordSwapNeighboringCharacterSwap
1723	A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot.	The basketball player on the white tem maks the baskt.	2	A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot.	The basketball player on the white team makes the basket.	1	WordSwapRandomCharacterDeletion
1724	A man in a tank top fixing himself a hotdog.	the child was hapy`	2	A man in a tank top fixing himself a hotdog.	the child was happy`	0	WordSwapRandomCharacterDeletion
1725	A scientist studies a slide in order to work on her new creation.	A woma standing near a microscope.	1	A scientist studies a slide in order to work on her new creation.	A woman standing near a microscope.	2	WordSwapRandomCharacterDeletion
1726	A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot.	The basketball player on the white team makqes the basket.	2	A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot.	The basketball player on the white team makes the basket.	1	WordSwapRandomCharacterInsertion
1727	A man in a tank top fixing himself a hotdog.	the child was hadppy`	2	A man in a tank top fixing himself a hotdog.	the child was happy`	0	WordSwapRandomCharacterInsertion
1728	A scientist studies a slide in order to work on her new creation.	A womran standing near a microscope.	1	A scientist studies a slide in order to work on her new creation.	A woman standing near a microscope.	0	WordSwapRandomCharacterInsertion
1729	A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot.	The basketball player on the white team Yakes the basket.	2	A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot.	The basketball player on the white team makes the basket.	0	WordSwapRandomCharacterSubstitution
1730	A scientist studies a slide in order to work on her new creation.	A womxn standing near a microscope.	1	A scientist studies a slide in order to work on her new creation.	A woman standing near a microscope.	2	WordSwapRandomCharacterSubstitution
1731	A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot.	The basketball player on the white team unmake the basket.	2	A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot.	The basketball player on the white team makes the basket.	0	WordSwapWordNetAntonym
1732	A man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.	A woman is buying a lottery ticket.	2	A man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.	A man is buying a lottery ticket.	0	WordSwapWordNetAntonym
1733	A scientist studies a slide in order to work on her new creation.	A man standing near a microscope.	1	A scientist studies a slide in order to work on her new creation.	A woman standing near a microscope.	0	WordSwapWordNetAntonym
1734	A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot.	The basketball player on the white team makes basket.	2	A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot.	The basketball player on the white team makes the basket.	0	WordDeletion
1735	A man in a tank top fixing himself a hotdog.	the child was 	2	A man in a tank top fixing himself a hotdog.	the child was happy`	0	WordDeletion
1736	A man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.	A man.	2	A man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.	A man is buying a lottery ticket.	1	WordDeletion
1737	A scientist studies a slide in order to work on her new creation.	A woman standing a microscope.	1	A scientist studies a slide in order to work on her new creation.	A woman standing near a microscope.	2	WordDeletion
1738	A basketball player in white in red goes up for the makes as two defensive men in red jump up to block the shot.	The basketball player on the white team shot the basket.	2	A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot.	The basketball player on the white team makes the basket.	0	WordInnerSwapRandom
1739	A man the a tank top fixing himself a hotdog.	was child in happy`	2	A man in a tank top fixing himself a hotdog.	the child was happy`	0	WordInnerSwapRandom
1740	A man, man a cap, is pushing a cart, on which is display boards are kept, on a road.	A a large buying wearing lottery ticket.	2	A man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.	A man is buying a lottery ticket.	0	WordInnerSwapRandom
1741	A a studies a near in order to work on her new creation.	A woman standing slide scientist microscope.	1	A scientist studies a slide in order to work on her new creation.	A woman standing near a microscope.	2	WordInnerSwapRandom
1742	A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot.	The rugby player on the white team makes the basket.	2	A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot.	The basketball player on the white team makes the basket.	0	WordSwapMaskedLM
1743	A man in a tank top fixing himself a hotdog.	the cat was happy`	2	A man in a tank top fixing himself a hotdog.	the child was happy`	0	WordSwapMaskedLM
1744	A man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.	A woman is buying a lottery ticket.	2	A man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.	A man is buying a lottery ticket.	0	WordSwapMaskedLM
1745	A scientist studies a slide in order to work on her new creation.	A woman standing near a supermarket.	1	A scientist studies a slide in order to work on her new creation.	A woman standing near a microscope.	0	WordSwapMaskedLM
1746	A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot.	The basketball player on the white team makes the h.	2	A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot.	The basketball player on the white team makes the basket.	1	WordSwapWordNetSynonyms
1747	A man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.	v man is buying a lottery ticket.	2	A man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.	A man is buying a lottery ticket.	0	WordSwapWordNetSynonyms
1748	A scientist studies a slide in order to work on her new creation.	A woman standing x a microscope.	1	A scientist studies a slide in order to work on her new creation.	A woman standing near a microscope.	2	WordSwapWordNetSynonyms
1749	A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot.	The basketball player on the white tean makfs the basket.	2	A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot.	The basketball player on the white team makes the basket.	0	WordSwapQWERTY
1750	A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot.	The basketball player on the white team makes the wheelbarrow.	2	A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot.	The basketball player on the white team makes the basket.	0	WordSwapEmbedding
1751	A man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.	A man is buying a casinos ticket.	2	A man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.	A man is buying a lottery ticket.	0	WordSwapEmbedding
1752	A scientist studies a slide in order to work on her new creation.	A woman standing near a telescope.	1	A scientist studies a slide in order to work on her new creation.	A woman standing near a microscope.	0	WordSwapEmbedding
1753	A pitcher in white in red goes up for the shot as two defensive men in red jump up to block the shot.	The basketball player on the white team makes the basket.	2	A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot.	The basketball player on the white team makes the basket.	0	WordMergeMaskedLM
1754	A man in a tank top fixing himself a hotdog.	jennifer was happy`	2	A man in a tank top fixing himself a hotdog.	the child was happy`	0	WordMergeMaskedLM
1755	dorothy, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.	A man is buying a lottery ticket.	2	A man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.	A man is buying a lottery ticket.	0	WordMergeMaskedLM
1756	A scientist studies a slide in order to work on her new creation.	aliens standing near a microscope.	1	A scientist studies a slide in order to work on her new creation.	A woman standing near a microscope.	0	WordMergeMaskedLM
1757	A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot.	The basketball player on the white team ma𝒌es the basket.	2	A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot.	The basketball player on the white team makes the basket.	0	WordSwapHomoglyphSwap
1758	A man in a tank top fixing himself a hotdog.	the child was hɑppy`	2	A man in a tank top fixing himself a hotdog.	the child was happy`	0	WordSwapHomoglyphSwap
1759	A man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.	A ｍan is buying a lottery ticket.	2	A man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.	A man is buying a lottery ticket.	0	WordSwapHomoglyphSwap
1760	A scientist studies a slide in order to work on her new creation.	A woman standing near a micrоscope.	1	A scientist studies a slide in order to work on her new creation.	A woman standing near a microscope.	0	WordSwapHomoglyphSwap
1761	A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot.	The basketball player on the white team works the basket.	2	A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot.	The basketball player on the white team makes the basket.	1	WordSwapHowNet
1762	A man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.	A mankind is buying a lottery ticket.	2	A man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.	A man is buying a lottery ticket.	0	WordSwapHowNet
1763	A scientist studies a slide in order to work on her new creation.	A woman storing near a periscope.	1	A scientist studies a slide in order to work on her new creation.	A woman standing near a microscope.	0	WordSwapHowNet
1764	A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot.	The basketball player on the white team urinate the basket.	2	A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot.	The basketball player on the white team makes the basket.	0	WordSwapWordNet
1765	A man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.	A man is corrupt a lottery ticket.	2	A man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.	A man is buying a lottery ticket.	0	WordSwapWordNet
1766	A scientist studies a slide in order to work on her new creation.	A woman suffer near a microscope.	1	A scientist studies a slide in order to work on her new creation.	A woman standing near a microscope.	0	WordSwapWordNet
1767	A man wearing a hat and boots is digging for something in the snow.	A man is trying to get to somethign by digging.	1	A man wearing a hat and boots is digging for something in the snow.	A man is trying to get to something by digging.	2	WordSwapNeighboringCharacterSwap
1768	Female in a military uniform with her hair tied back.	the female is wearing a poyntail	0	Female in a military uniform with her hair tied back.	the female is wearing a ponytail	1	WordSwapNeighboringCharacterSwap
1769	A man wearing a hat and boots is digging for something in the snow.	A man is trying to get to somethig by digging.	1	A man wearing a hat and boots is digging for something in the snow.	A man is trying to get to something by digging.	2	WordSwapRandomCharacterDeletion
1770	Female in a military uniform with her hair tied back.	the female is waring a pnytail	0	Female in a military uniform with her hair tied back.	the female is wearing a ponytail	1	WordSwapRandomCharacterDeletion
1771	A man wearing a hat and boots is digging for something in the snow.	A man is trying to get to somNething by digging.	1	A man wearing a hat and boots is digging for something in the snow.	A man is trying to get to something by digging.	0	WordSwapRandomCharacterInsertion
1772	Female in a military uniform with her hair tied back.	the female is wearing a mponytail	0	Female in a military uniform with her hair tied back.	the female is wearing a ponytail	1	WordSwapRandomCharacterInsertion
1773	Female in a military uniform with her hair tied back.	the female is ewearing her hlair up	0	Female in a military uniform with her hair tied back.	the female is wearing her hair up	2	WordSwapRandomCharacterInsertion
1774	A man wearing a hat and boots is digging for something in the snow.	A man is trying to get to somedhing by digging.	1	A man wearing a hat and boots is digging for something in the snow.	A man is trying to get to something by digging.	2	WordSwapRandomCharacterSubstitution
1775	Female in a military uniform with her hair tied back.	the female is weading a pknytail	0	Female in a military uniform with her hair tied back.	the female is wearing a ponytail	1	WordSwapRandomCharacterSubstitution
1776	Female in a military uniform with her hair tied back.	the female is wearing her nair up	0	Female in a military uniform with her hair tied back.	the female is wearing her hair up	1	WordSwapRandomCharacterSubstitution
1777	A man wearing a hat and boots is digging for something in the snow.	A woman is trying to get to something by digging.	1	A man wearing a hat and boots is digging for something in the snow.	A man is trying to get to something by digging.	0	WordSwapWordNetAntonym
1778	A man wearing a hat and boots is digging for something in the snow.	A man is trying to get to by.	1	A man wearing a hat and boots is digging for something in the snow.	A man is trying to get to something by digging.	2	WordDeletion
1779	Female in a military uniform with her hair tied back.	the female is wearing a 	0	Female in a military uniform with her hair tied back.	the female is wearing a ponytail	1	WordDeletion
1780	Female in a military uniform with her hair tied back.	the female is wearing her hair 	0	Female in a military uniform with her hair tied back.	the female is wearing her hair up	1	WordDeletion
1781	A man wearing a hat and boots is digging digging something in the snow.	A man is trying to get to something by for.	1	A man wearing a hat and boots is digging for something in the snow.	A man is trying to get to something by digging.	2	WordInnerSwapRandom
1782	Female in a is uniform with her hair tied back.	the female military wearing a ponytail	0	Female in a military uniform with her hair tied back.	the female is wearing a ponytail	2	WordInnerSwapRandom
1783	Female in a military uniform with her hair tied back.	hair female is wearing her the up	0	Female in a military uniform with her hair tied back.	the female is wearing her hair up	1	WordInnerSwapRandom
1784	A man wearing a hat and boots is digging for something in the snow.	A man is trying to get to something by fishing.	1	A man wearing a hat and boots is digging for something in the snow.	A man is trying to get to something by digging.	0	WordSwapMaskedLM
1785	Female in a military uniform with her hair tied back.	the female is wearing a uniform	0	Female in a military uniform with her hair tied back.	the female is wearing a ponytail	1	WordSwapMaskedLM
1786	Female in a military uniform with her hair tied back.	the female is wearing her as up	0	Female in a military uniform with her hair tied back.	the female is wearing her hair up	1	WordSwapMaskedLM
1787	A man wearing a hat and boots is digging for something in the snow.	A man is trying to get to something by v.	1	A man wearing a hat and boots is digging for something in the snow.	A man is trying to get to something by digging.	2	WordSwapWordNetSynonyms
1788	Female in a military uniform with her hair tied back.	the female is wearing a y	0	Female in a military uniform with her hair tied back.	the female is wearing a ponytail	1	WordSwapWordNetSynonyms
1789	Female in a military uniform with her hair tied back.	the female is wearing her f up	0	Female in a military uniform with her hair tied back.	the female is wearing her hair up	1	WordSwapWordNetSynonyms
1790	A man wearing a hat and boots is digging for something in the snow.	A man is trying to get to skmething by digging.	1	A man wearing a hat and boots is digging for something in the snow.	A man is trying to get to something by digging.	2	WordSwapQWERTY
1791	A man wearing a hat and boots is digging for something in the snow.	A man is trying to get to nothingness by digging.	1	A man wearing a hat and boots is digging for something in the snow.	A man is trying to get to something by digging.	0	WordSwapEmbedding
1792	Female in a military uniform with her hair tied back.	the female is wearing a hairpiece	0	Female in a military uniform with her hair tied back.	the female is wearing a ponytail	1	WordSwapEmbedding
1793	Female in a military uniform with her hair tied back.	the female is wearing her hairdo up	0	Female in a military uniform with her hair tied back.	the female is wearing her hair up	1	WordSwapEmbedding
1794	A man wearing a hat and boots watches for something in the snow.	A man is trying to get to something by digging.	1	A man wearing a hat and boots is digging for something in the snow.	A man is trying to get to something by digging.	2	WordMergeMaskedLM
1795	Female in a ponytail with her hair tied back.	the female is wearing a ponytail	0	Female in a military uniform with her hair tied back.	the female is wearing a ponytail	1	WordMergeMaskedLM
1796	Female in a military uniform with her hair up.	the female is wearing her hair up	0	Female in a military uniform with her hair tied back.	the female is wearing her hair up	1	WordMergeMaskedLM
1797	A man wearing a hat and boots is digging for something in the snow.	A man is trying to get to ѕomething by digging.	1	A man wearing a hat and boots is digging for something in the snow.	A man is trying to get to something by digging.	2	WordSwapHomoglyphSwap
1798	Female in a military uniform with her hair tied back.	the female is wearing a pоnytail	0	Female in a military uniform with her hair tied back.	the female is wearing a ponytail	1	WordSwapHomoglyphSwap
1799	A man wearing a hat and boots is digging for something in the snow.	A mankind is trying to get to something by digging.	1	A man wearing a hat and boots is digging for something in the snow.	A man is trying to get to something by digging.	2	WordSwapHowNet
1800	A man wearing a hat and boots is digging for something in the snow.	A man is trying to puzzle to something by digging.	1	A man wearing a hat and boots is digging for something in the snow.	A man is trying to get to something by digging.	2	WordSwapWordNet
1801	Female in a military uniform with her hair tied back.	the female is tiring a ponytail	0	Female in a military uniform with her hair tied back.	the female is wearing a ponytail	2	WordSwapWordNet
1802	Female in a military uniform with her hair tied back.	the female is wearing her pilus up	0	Female in a military uniform with her hair tied back.	the female is wearing her hair up	1	WordSwapWordNet
1803	A woman with red-hair and large tattoo is sitting in a chair outside.	A lady is sitting at a talbe outside	1	A woman with red-hair and large tattoo is sitting in a chair outside.	A lady is sitting at a table outside	2	WordSwapNeighboringCharacterSwap
1804	A man in glasses and an orange shirt is sitting outside next to a table with drinks on it.	A man sits near a tabel with his drinks	1	A man in glasses and an orange shirt is sitting outside next to a table with drinks on it.	A man sits near a table with his drinks	2	WordSwapNeighboringCharacterSwap
1805	Two dirt bike riders, one wearing green and the other wearing blue and white, are jumping a hill.	Tow dirt bike riders are uotside	1	Two dirt bike riders, one wearing green and the other wearing blue and white, are jumping a hill.	Two dirt bike riders are outside	0	WordSwapNeighboringCharacterSwap
1806	A girl with black pants on is lowering a camera onto the running track.	The camera is being thronw by the girl	2	A girl with black pants on is lowering a camera onto the running track.	The camera is being thrown by the girl	1	WordSwapNeighboringCharacterSwap
1807	A woman with red-hair and large tattoo is sitting in a chair outside.	A lady is sitting at a table outsie	1	A woman with red-hair and large tattoo is sitting in a chair outside.	A lady is sitting at a table outside	2	WordSwapRandomCharacterDeletion
1808	A girl with black pants on is lowering a camera onto the running track.	The camera is being thown by the girl	2	A girl with black pants on is lowering a camera onto the running track.	The camera is being thrown by the girl	1	WordSwapRandomCharacterDeletion
1809	A woman with red-hair and large tattoo is sitting in a chair outside.	A lady is sitting at a tabOle outside	1	A woman with red-hair and large tattoo is sitting in a chair outside.	A lady is sitting at a table outside	2	WordSwapRandomCharacterInsertion
1810	Two dirt bike riders, one wearing green and the other wearing blue and white, are jumping a hill.	Tgwo dirt bike riders are outGside	1	Two dirt bike riders, one wearing green and the other wearing blue and white, are jumping a hill.	Two dirt bike riders are outside	2	WordSwapRandomCharacterInsertion
1811	A girl with black pants on is lowering a camera onto the running track.	The camera is being Sthrown by the girl	2	A girl with black pants on is lowering a camera onto the running track.	The camera is being thrown by the girl	1	WordSwapRandomCharacterInsertion
1812	The young boy in a red shirt and jeans resists his sister's request for water on the road.	Kida don't share water.	0	The young boy in a red shirt and jeans resists his sister's request for water on the road.	Kids don't share water.	1	WordSwapRandomCharacterSubstitution
1813	A woman with red-hair and large tattoo is sitting in a chair outside.	A lady is sitting at a table oItside	1	A woman with red-hair and large tattoo is sitting in a chair outside.	A lady is sitting at a table outside	2	WordSwapRandomCharacterSubstitution
1814	A man in glasses and an orange shirt is sitting outside next to a table with drinks on it.	A man sibs near a table with his drEnks	1	A man in glasses and an orange shirt is sitting outside next to a table with drinks on it.	A man sits near a table with his drinks	0	WordSwapRandomCharacterSubstitution
1815	Two dirt bike riders, one wearing green and the other wearing blue and white, are jumping a hill.	Two dirt bike riVers are ouVside	1	Two dirt bike riders, one wearing green and the other wearing blue and white, are jumping a hill.	Two dirt bike riders are outside	0	WordSwapRandomCharacterSubstitution
1816	A girl with black pants on is lowering a camera onto the running track.	The camera is being throwP by the girl	2	A girl with black pants on is lowering a camera onto the running track.	The camera is being thrown by the girl	1	WordSwapRandomCharacterSubstitution
1817	A woman with red-hair and large tattoo is sitting in a chair outside.	A lady is sitting at a table indoors	1	A woman with red-hair and large tattoo is sitting in a chair outside.	A lady is sitting at a table outside	0	WordSwapWordNetAntonym
1818	A man in glasses and an orange shirt is sitting outside next to a table with drinks on it.	A woman sits near a table with his drinks	1	A man in glasses and an orange shirt is sitting outside next to a table with drinks on it.	A man sits near a table with his drinks	0	WordSwapWordNetAntonym
1819	Two dirt bike riders, one wearing green and the other wearing blue and white, are jumping a hill.	Two dirt bike riders are inside	1	Two dirt bike riders, one wearing green and the other wearing blue and white, are jumping a hill.	Two dirt bike riders are outside	0	WordSwapWordNetAntonym
1820	The young boy in a red shirt and jeans resists his sister's request for water on the road.	Kids water.	0	The young boy in a red shirt and jeans resists his sister's request for water on the road.	Kids don't share water.	1	WordDeletion
1821	A woman with red-hair and large tattoo is sitting in a chair outside.	A lady is sitting at a table 	1	A woman with red-hair and large tattoo is sitting in a chair outside.	A lady is sitting at a table outside	2	WordDeletion
1822	A man in glasses and an orange shirt is sitting outside next to a table with drinks on it.	A man sits a table with his 	1	A man in glasses and an orange shirt is sitting outside next to a table with drinks on it.	A man sits near a table with his drinks	0	WordDeletion
1823	Two dirt bike riders, one wearing green and the other wearing blue and white, are jumping a hill.	Two dirt bike riders are 	1	Two dirt bike riders, one wearing green and the other wearing blue and white, are jumping a hill.	Two dirt bike riders are outside	0	WordDeletion
1824	A girl with black pants on is lowering a camera onto the running track.	The camera is being thrown the girl	2	A girl with black pants on is lowering a camera onto the running track.	The camera is being thrown by the girl	0	WordDeletion
1825	A woman with red-hair and large tattoo is sitting in a chair outside.	A lady is sitting outside a table at	1	A woman with red-hair and large tattoo is sitting in a chair outside.	A lady is sitting at a table outside	2	WordInnerSwapRandom
1826	A man in glasses and drinks orange his is sitting outside next to a table with drinks on it.	A man sits near a table with shirt an	1	A man in glasses and an orange shirt is sitting outside next to a table with drinks on it.	A man sits near a table with his drinks	2	WordInnerSwapRandom
1827	Two dirt bike riders, one wearing green and the other wearing blue and white, are jumping outside are.	dirt Two bike riders hill a	1	Two dirt bike riders, one wearing green and the other wearing blue and white, are jumping a hill.	Two dirt bike riders are outside	2	WordInnerSwapRandom
1828	by girl with black pants on is lowering a camera onto the running track.	The camera is being thrown A the girl	2	A girl with black pants on is lowering a camera onto the running track.	The camera is being thrown by the girl	0	WordInnerSwapRandom
1829	The young boy in a red shirt and jeans resists his sister's request for water on the road.	if don't share water.	0	The young boy in a red shirt and jeans resists his sister's request for water on the road.	Kids don't share water.	1	WordSwapMaskedLM
1830	A woman with red-hair and large tattoo is sitting in a chair outside.	A lady is walking at a table outside	1	A woman with red-hair and large tattoo is sitting in a chair outside.	A lady is sitting at a table outside	0	WordSwapMaskedLM
1831	A man in glasses and an orange shirt is sitting outside next to a table with drinks on it.	A man sits inside a table with his drinks	1	A man in glasses and an orange shirt is sitting outside next to a table with drinks on it.	A man sits near a table with his drinks	0	WordSwapMaskedLM
1832	Two dirt bike riders, one wearing green and the other wearing blue and white, are jumping a hill.	Two dirt bike riders are asleep	1	Two dirt bike riders, one wearing green and the other wearing blue and white, are jumping a hill.	Two dirt bike riders are outside	0	WordSwapMaskedLM
1833	A girl with black pants on is lowering a camera onto the running track.	The camera is being thrown by the man	2	A girl with black pants on is lowering a camera onto the running track.	The camera is being thrown by the girl	0	WordSwapMaskedLM
1834	A woman with red-hair and large tattoo is sitting in a chair outside.	A lady is sitting at a table x	1	A woman with red-hair and large tattoo is sitting in a chair outside.	A lady is sitting at a table outside	2	WordSwapWordNetSynonyms
1835	A man in glasses and an orange shirt is sitting outside next to a table with drinks on it.	A man sits l a v with his drinks	1	A man in glasses and an orange shirt is sitting outside next to a table with drinks on it.	A man sits near a table with his drinks	0	WordSwapWordNetSynonyms
1836	Two dirt bike riders, one wearing green and the other wearing blue and white, are jumping a hill.	Two dirt bike riders are x	1	Two dirt bike riders, one wearing green and the other wearing blue and white, are jumping a hill.	Two dirt bike riders are outside	2	WordSwapWordNetSynonyms
1837	A girl with black pants on is lowering a camera onto the running track.	The camera is being h by the girl	2	A girl with black pants on is lowering a camera onto the running track.	The camera is being thrown by the girl	1	WordSwapWordNetSynonyms
1838	A woman with red-hair and large tattoo is sitting in a chair outside.	A lady is sitting at a table ouyside	1	A woman with red-hair and large tattoo is sitting in a chair outside.	A lady is sitting at a table outside	2	WordSwapQWERTY
1839	A man in glasses and an orange shirt is sitting outside next to a table with drinks on it.	A man sits near a tabie with his drjnks	1	A man in glasses and an orange shirt is sitting outside next to a table with drinks on it.	A man sits near a table with his drinks	2	WordSwapQWERTY
1840	Two dirt bike riders, one wearing green and the other wearing blue and white, are jumping a hill.	Two wirt bike riders are outsids	1	Two dirt bike riders, one wearing green and the other wearing blue and white, are jumping a hill.	Two dirt bike riders are outside	0	WordSwapQWERTY
1841	A girl with black pants on is lowering a camera onto the running track.	The camera is being tjrown by the girl	2	A girl with black pants on is lowering a camera onto the running track.	The camera is being thrown by the girl	1	WordSwapQWERTY
1842	The young boy in a red shirt and jeans resists his sister's request for water on the road.	Kids don't quota water.	0	The young boy in a red shirt and jeans resists his sister's request for water on the road.	Kids don't share water.	2	WordSwapEmbedding
