	Pertubed_Text	label	Original_Text	True_label	Perturbed_label	attack
1836	Admirers look to 2008 But as far as greats and John are, what did in exceeded what did.	0	Admirers look to 2008 But as far as swim greats Rowdy Gaines and John Naber are concerned, what Phelps did in Athens exceeded what Spitz did in Munich in 1972.	1	0	unknown
1837	Arson attack on in () - A social in was by fire overnight in an anti-Semitic arson attack, city authorities.	2	Arson attack on Jewish centre in Paris (AFP) AFP - A Jewish social centre in central Paris was destroyed by fire overnight in an anti-Semitic arson attack, city authorities said.	0	2	unknown
1838	to cut CONSUMER maker said it would cut about 12 per cent of its,000-person force close a third of its worldwide as a restructuring.	0	Colgate to cut workforce CONSUMER goods maker Colgate-Palmolive said today it would cut about 12 per cent of its 37,000-person work force and close a third of its factories worldwide as part of a four-year restructuring.	2	0	unknown
1839	A Founding Father? Give the guy some credit. Tung, Hong Kong #39;s embattled Chief Executive, gets precious little of it from his people these daysand heaps of 	2	A Founding Father? Give the guy some credit. Tung Chee-hwa, Hong Kong #39;s embattled Chief Executive, gets precious little of it from his people these daysand heaps of 	0	2	unknown
1840	Three People Killed at  () - A man and two were shot dead by  and U.S.-led after their vehicle ran through a  on Saturday, a.S. statement.	1	Three People Killed at Afghan Checkpoint  KABUL (Reuters) - A man and two women were shot dead by  Afghan and U.S.-led troops after their vehicle ran through a  checkpoint on Saturday, a U.S. military statement said.	0	1	unknown
1841	PRESS START FOR NOSTALGIA Like Led Zeppelin #39;s  #39; #39;Stairway to Heaven #39; #39; and Lynyrd Skynyrd #39;s  #39; #39;Freebird, #39; #39; classic games like Frogger and Pong can bring back an entire era.	1	PRESS START FOR NOSTALGIA Like Led Zeppelin #39;s  #39; #39;Stairway to Heaven #39; #39; and Lynyrd Skynyrd #39;s  #39; #39;Freebird, #39; #39; classic video games like Frogger and Pong can bring back an entire era.	3	1	unknown
1842	loses gold after aiming at wrong target shooter fired at the wrong target on his final shot, blowing a commanding lead in the rifle and allowing Jia Zhanbo of China to gold.	0	Emmons loses gold medal after aiming at wrong target American shooter Matt Emmons fired at the wrong target on his final shot Sunday, blowing a commanding lead in the Olympic 50-meter three-position rifle event and allowing Jia Zhanbo of China to take the gold.	1	0	unknown
1843	set of set headlines as analysts record-breaking.	0	Oil prices look set to dominate The price of oil looks set to grab headlines as analysts forecast that its record-breaking run may well continue.	2	0	unknown
1844	Visits of () - President made an unannounced visit to on Sunday, laying flowers at the of the president a elections for a.	2	Putin Visits Chechnya Ahead of Election (AP) AP - Russian President Vladimir Putin made an unannounced visit to Chechnya on Sunday, laying flowers at the grave of the war-ravaged region's assassinated president a week before elections for a new leader.	0	2	unknown
1845	U.S. Softball Team Wins, Closes in on Gold ATHENS, - Right now, the Americans aren't just a Dream Team - they're more like the Perfect Team. Lisa Fernandez pitched a three-hitter Sunday and Crystl Bustos drove in two runs as the Americans rolled to their eighth shutout in eight days, 5-0 over Australia, putting them into the gold medal game...	1	U.S. Softball Team Wins, Closes in on Gold ATHENS, Greece - Right now, the Americans aren't just a Dream Team - they're more like the Perfect Team. Lisa Fernandez pitched a three-hitter Sunday and Crystl Bustos drove in two runs as the Americans rolled to their eighth shutout in eight days, 5-0 over Australia, putting them into the gold medal game...	0	1	unknown
1846	More Newcastle United Stories Legendary Real Madrid defender Goyo Benito believes of Jonathan at Santiago help bring an avalanche of titles to Real Madrid.	0	More Newcastle United Stories Legendary Real Madrid defender Goyo Benito believes the arrival of Jonathan Woodgate at the Santiago Bernabeu will help bring an avalanche of titles to Real Madrid.	1	0	unknown
1847	"Munch masterpiece 'The from Oslo museum () - A version of Munch's masterpiece ""The"" and another famous by the great Norwegian were from Oslo museum by armed and robbers, police said."	3	"Munch masterpiece 'The Scream' stolen from Oslo museum (AFP) AFP - A version of Edvard Munch's masterpiece ""The Scream"" and another famous painting by the great Norwegian artist were stolen from an Oslo museum by armed and hooded robbers, police said."	0	3	unknown
1848	Men Set for Sizzling Duel in 100 Meters ATHENS, - The preliminaries in the 100 meters were perhaps just a sample of what's to come Sunday, when a talented group of qualifiers - including Americans Shawn Crawford, Justin Gatlin and defending champion Maurice Greene - will try to turn their competition into the fastest show at the Athens Games.    Five men broke 10 seconds in qualifying Saturday, led by Crawford's time of 9.89...	1	Men Set for Sizzling Duel in 100 Meters ATHENS, Greece - The preliminaries in the 100 meters were perhaps just a sample of what's to come Sunday, when a talented group of qualifiers - including Americans Shawn Crawford, Justin Gatlin and defending champion Maurice Greene - will try to turn their competition into the fastest show at the Athens Games.    Five men broke 10 seconds in qualifying Saturday, led by Crawford's time of 9.89...	0	1	unknown
1849	storms to gold New Zealand #39; Sarah Ulmer stormed to gold in the women #39; a new world record time., fourth in Sydney four years, beat Australia #39; in a of three minutes 24.	0	Ulmer storms to gold New Zealand #39;s Sarah Ulmer stormed to gold in the women #39;s individual pursuit in a new world record time. Ulmer, fourth in Sydney four years ago, beat Australia #39;s Katie Mactier in a time of three minutes 24.	1	0	unknown
1850	Goal-happy Ajax and maintain perfect starts Champions Ajax thrash 6-2 while hit four past to regain the early lead in the division.	0	Goal-happy Ajax and Feyenoord maintain perfect starts Champions Ajax Amsterdam came from behind to thrash NAC Breda 6-2 on Sunday while Feyenoord hit four past Willem II Tilburg to regain the early lead in the Dutch first division.	1	0	unknown
1851	: Ulmer #39;s scorching times in secret rides New Zealand #39;s star, Sarah Ulmer, last week rode under world record time twice in an hour during a secret session in France.	3	Cycling: Ulmer #39;s scorching times in secret rides New Zealand #39;s star cyclist, Sarah Ulmer, last week rode under world record time twice in an hour during a secret training session in France.	1	3	unknown
1852	Arsenal matches record league games without a loss on Arsenal for three second-half goals in 11 minutes to beat, matching a record of league games without a loss in top-flight English.	0	Arsenal matches record of 42 league games without a loss on Sunday Arsenal rallied for three second-half goals in 11 minutes on Sunday to beat Middlesbrough 5-3, matching a 25-year-old record of 42 league games without a loss in the top-flight of English soccer.	1	0	unknown
1853	Will High Oil Prices Lead to Recession? (AP) - High oil prices, which have been a factor in virtually all U.S. recessions over the past three decades, are surging again this year. And the higher crude oil prices climb, the more risk energy costs pose to what, until recently, many expected to be a banner year for the U.S..	3	Will High Oil Prices Lead to Recession? (AP) AP - High oil prices, which have been a factor in virtually all U.S. recessions over the past three decades, are surging again this year. And the higher crude oil prices climb, the more risk energy costs pose to what, until recently, many expected to be a banner year for the U.S. economy.	2	3	unknown
1854	: meetings scheduled for Sunday members have scheduled two  #39;rebel #39; for Sunday, one to be headed by Vilnai and the second Ben-Eliezer.	1	Labor: Anti-Peres meetings scheduled for Sunday Labor members have scheduled two  #39;rebel #39; anti-Peres conferences for Sunday, one to be headed by MK Matan Vilnai and the second by MK Binyamin Ben-Eliezer.	0	1	unknown
1855	U.S. Win Medals; Angry () - Terin Humphrey got. got. And Paul got mad. seven, most since Los. finished.	0	U.S. Gymnasts Win 3 Medals; Hamm Angry (AP) AP - Terin Humphrey and Annia Hatch got silver. Courtney Kupets got bronze. And Paul Hamm got mad. The United States upped its gymnastics medal haul to seven Sunday night, the most since the Americans won 16 at the boycotted Los Angeles Games in 1984. And they might not be finished yet.	1	0	unknown
1856	Noguchi Wins Marathon&lt;br&gt; Marathon,&lt;br&gt;BULLETIN&lt;br&gt;   , ()  --  Mizuki of Japan the marathon in 2, 26 minutes, 20 seconds.	0	Noguchi Wins Marathon BULLETIN&lt;br&gt;BC-OLY--Women's Marathon RUN,0058&lt;br&gt;BULLETIN&lt;br&gt;    ATHENS, Greece (AP)  --  Mizuki Noguchi of Japan won the marathon Sunday in 2 hours, 26 minutes, 20 seconds.	1	0	unknown
1857	More for Past Water on Summary - (Aug 22, 2004) #39;s Spirit has dug up plenty of on slopes of  quot; Hills quot; that once covered the area.	1	More Evidence for Past Water on Mars Summary - (Aug 22, 2004) NASA #39;s Spirit rover has dug up plenty of evidence on slopes of  quot;Columbia Hills quot; that water once covered the area.	3	1	unknown
1858	from Unknown to  () - roared from  unknown win 100  meters, rivals in  final.	0	Gatlin Sprints from Unknown to Olympic Gold  ATHENS (Reuters) - American Justin Gatlin roared from  virtual unknown to win the blue ribband Olympic men's 100  meters race on Sunday, upstaging more illustrious rivals in a  pulsating final.	1	0	unknown
1859	in Japan fall short of hype Japanese have failed to measure up to an assessment made in April by Merrill Lynch #39;s chief global strategist, David Bowers, who said Japan was  quot;very much everyone #39;s favorite market.	0	Indexes in Japan fall short of hype Japanese stocks have failed to measure up to an assessment made in April by Merrill Lynch #39;s chief global strategist, David Bowers, who said Japan was  quot;very much everyone #39;s favorite equity market.	2	0	unknown
1860	, Ramirez hit three-run, and the Chicago Cubs beat Houston in conclusion of three-game series.	0	GAME DAY RECAP Sunday, August 22 Aramis Ramirez hit a three-run homer, Moises Alou also homered and the Chicago Cubs beat the Houston Astros 11-6 on Sunday in the testy conclusion of a three-game series between the NL Central rivals.	1	0	unknown
1861	. () -- Kerry got of run but #39; enough to take. in Kent posted an victory.	0	SI.com HOUSTON (Ticker) -- Kerry Wood got plenty of run support but didn #39;t stick around long enough to take advantage of it. Wood was ejected in the fifth inning for hitting Jeff Kent as the Cubs posted an 11-6 victory over the Astros.	1	0	unknown
1862	Exhausted Massu Outlasts Fish for Gold  (Reuters) - An exhausted Massu reeled in  Mardy Fish in five tortuous on Sunday to win Chile their  second at less than 24 hours after  helping them to their first.	0	Exhausted Massu Outlasts Fish for Gold  ATHENS (Reuters) - An exhausted Nicolas Massu reeled in  Mardy Fish in five tortuous sets on Sunday to win Chile their  second gold medal at an Olympic Games less than 24 hours after  helping them to their first.	1	0	unknown
1863	Three people killed at A man and two women were shot dead by and after their vehicle ran through a, a.	2	Three people killed at Afghan checkpoint A man and two women were shot dead by Afghan and US-led troops after their vehicle ran through a checkpoint on Saturday, a US military statement said.	0	2	unknown
1864	Karzai set for visit to Pakistan Afghan President Karzai to visit Pakistan to discuss fighting terror boosting trade.	2	Karzai set for visit to Pakistan Afghan President Hamid Karzai is to visit Pakistan to discuss fighting terror and boosting trade.	0	2	unknown
1865	Unveils Plan for The plan would give the proposed national director responsibility for of the C..A. and the.	1	Senate Republican Unveils Plan for Intelligence The plan would give the proposed national director responsibility for intelligence-gathering of the C.I.A. and the Pentagon.	0	1	unknown
1866	Davenport wins in American Lindsay Davenport captured her fourth consecutive title, beating second seed Vera 6-3, 6-2 in the final of \$,000.	0	Davenport wins in Cincinnati American Lindsay Davenport captured her fourth consecutive title, beating second seed Vera Zvonareva 6-3, 6-2 in the final of the \$US170,000 WTA Cincinnati Open on Sunday.	1	0	unknown
1867	3, Wound 2 at in say that three people were killed and two others critically wounded when their pickup truck tried to run a in the of.	1	Afghan-Coalition Soldiers Kill 3, Wound 2 at Checkpoint Coalition forces in Afghanistan say that three people were killed and two others critically wounded when their pickup truck tried to run a checkpoint in the province of Ghazni.	0	1	unknown
1868	U.S. Attacks as Near Shrine , () - A U.S. AC-130 gunship attacked  in the holy of early  on Monday after the siege of a at the  center of a nearly.	1	U.S. Plane Attacks Najaf Rebels as Tanks Near Shrine  NAJAF, Iraq (Reuters) - A U.S. AC-130 gunship attacked  Shi'ite militia positions in the holy Iraqi city of Najaf early  on Monday after tanks reinforced the siege of a shrine at the  center of a nearly three-week insurgency.	0	1	unknown
1869	face Abu hearings with abusing prisoners  face hearings in.	3	Soldiers face Abu Ghraib hearings Four US soldiers charged with abusing Iraqi prisoners  are set to face pre-trial hearings in Germany.	0	3	unknown
1870	Colin Jackson: Hard lessons learnt in the human laboratory Yesterday #39;s treated us to the two extremes of, the endurance race which the body to its limits, and the heavyweight showdown, the, which is in the mind.	3	Colin Jackson: Hard lessons learnt in the human laboratory Yesterday #39;s Olympics treated us to the two extremes of athletics, the endurance race which tests the body to its limits, and the heavyweight showdown, the sprint, which is in the mind.	1	3	unknown
1871	surfaces as sinks, only play to a lead after 54 into a win, just in the at.	3	Cink surfaces as Donald sinks Stewart Cink, who needed only to play around par to convert a five-stroke lead after 54 holes into a win, did just that in the NEC Invitational at Firestone yesterday.	1	3	unknown
1872	Wiretapping on the Net: Who pays? NEW YORK At first glance, it might seem like the simple extension of a standard tool in the fight against the bad guys. But in fact, wiretapping Internet phones to monitor criminals and terrorists is 	2	Wiretapping on the Net: Who pays? NEW YORK At first glance, it might seem like the simple extension of a standard tool in the fight against the bad guys. But in fact, wiretapping Internet phones to monitor criminals and terrorists is costly 	3	2	unknown
1873	Rally to () - consecutive to their sixth.	2	Red Sox Rally to Beat White Sox 6-5 (AP) AP - Manny Ramirez and David Ortiz homered on consecutive pitches to start the eighth inning Sunday night and the streaking Boston Red Sox beat the Chicago White Sox 6-5 for their sixth straight win.	1	2	unknown
1874	: Here, there, everywhere It can only remain aloft for three minutes but weighs less than an empty soft drink can -- and it can and in.	2	Prototype copter-cam: Here, there, everywhere It can only remain aloft for three minutes but weighs less than an empty soft drink can -- and it can take and transmit pictures in flight.	3	2	unknown
1875	Cink Justifies #39;s Faith Three weeks away from the Ryder, American Stewart Cink hopes he has silenced at least some of his critics - if indeed they exist.	2	Cink Justifies Sutton #39;s Faith Three weeks away from the Ryder Cup, American Stewart Cink hopes he has silenced at least some of his critics - if indeed they exist.	1	2	unknown
1876	Plane crashes into mountain 25 : A plane crashed into a in, killing 25 people, including five children, the Air Force team in a.	2	Plane crashes into Venezuelan mountain killing 25 : A military plane crashed into a mountain in Central Venezuela, killing 25 people, including five children, the Air Force rescue team said in a statement.	0	2	unknown
1877	brings parties to the table as UN sanctions loom (AFP) - The Union will bring government and rebel armies into talks with regional power-brokers aimed at heading off mounting in the of.	2	Africa brings Sudanese parties to the table as UN sanctions loom (AFP) AFP - The African Union will bring Sudan's warring government and rebel armies into talks with regional power-brokers aimed at heading off a mounting humanitarian crisis in the province of Darfur.	0	2	unknown
1878	Taiwan votes on A vote is due to be held in Taiwan on plans to halve the of in the island's famously.	2	Taiwan votes on leaner parliament A vote is due to be held in Taiwan on plans to halve the number of seats in the island's famously heated legislature.	0	2	unknown
1879	briefly regains 11,000 level - #39;s Nikkei briefly recovered to the 11,000 level Monday morning on widespread buying prompted advances in shares last Friday.	0	Nikkei briefly regains 11,000 level TOKYO - Japan #39;s benchmark Nikkei stock index briefly recovered to the 11,000 level Monday morning on widespread buying prompted by advances in US shares last Friday.	2	0	unknown
1880	walks out of 68-month cycle, official Hong Secretary Henry Tang said he believed Kong has out of the consumer price that lingered 68 months, according to the consumer price in the past few years.	0	HK walks out of 68-month deflation cycle, official Hong Kong Financial Secretary Henry Tang said he believed Hong Kong has walked out of the consumer price deflation cycle that lingered for 68 months, according to the consumer price index trend in the past few years.	2	0	unknown
1881	In terms of dollar, of all in world, is more than. 47 dollars.	0	Oil prices In terms of dollar value, of all the products in the world, nothing is traded more than oil. Crude oil traded above 47 dollars a barrel for the first time this week.	2	0	unknown
1882	: pit mishap win, Colo. -- shook a pit to #39; at Peak International.	0	ROUNDUP: Franchitti overcomes pit mishap for IRL win FOUNTAIN, Colo. -- Dario Franchitti shook off a potentially dangerous pit mishap to win the IRL #39;s Honda 225 Sunday at Pikes Peak International Raceway.	1	0	unknown
1883	Slowest in 2 Years (AP) AP - The productivity of workers a 1.8 percent annual rate in the third quarter, the slowest pace in nearly two years, the government reported.	0	Productivity Growth Slowest in 2 Years (AP) AP - The productivity of America's workers grew at a 1.8 percent annual rate in the third quarter, the slowest pace in nearly two years, the government reported Tuesday.	2	0	unknown
1884	Roundup: Pleasantly Perfect takes Classic Pleasantly Perfect took down stretch to by a in the 14th running of the \$1 million Del Mar. Pleasantly 	3	Roundup: Pleasantly Perfect takes Pacific Classic Favored Pleasantly Perfect took charge down the stretch to win by a length in the 14th running of the \$1 million Pacific Classic yesterday at Del Mar. Pleasantly 	1	3	unknown
1885	crimes hearings to begin for 4 US, -- Four suspected will be formally crimes this as the US opens the first legal hearings for foreign prisoners the in and held at a in.	2	War crimes hearings to begin for 4 at Guantanamo US NAVAL BASE GUANTANAMO BAY, Cuba -- Four suspected Al Qaeda fighters will be formally charged with war crimes this week as the US military opens the first legal hearings for foreign prisoners captured during the war in Afghanistan and held at a remote US Navy base in Cuba.	0	2	unknown
1886	attack district HQ More than 1,000 a violent a district headquarters in #39;s northwestern mountains, said Sunday, as angry on the streets of to protest crippling of the, now also 	3	Maoists attack Nepal district HQ More than 1,000 Maoists launched a violent assault on a district headquarters in Nepal #39;s northwestern mountains, officials said Sunday, as angry traders rallied on the streets of Kathmandu to protest a crippling rebel blockade of the capital, now also hit 	0	3	unknown
1887	Downer dismisses  #39;sexed up #39; warning claims : Foreign Downer dismissed newspaper the was repeatedly warned its for the war would impede the fight against.	2	Downer dismisses  #39;sexed up #39; Iraq warning claims SYDNEY : Foreign Minister Alexander Downer dismissed newspaper claims the Australian government was repeatedly warned its support for the Iraq war would impede the fight against terrorism.	0	2	unknown
1888	Hamm should support Yang Paul Hamm a new marketing strategy. Either that, or he needs a clue. One harmless gesture separates him from lionization in America and canonization in South Korea, and 	2	Hamm should support Yang Paul Hamm needs a new marketing strategy. Either that, or he needs a clue. One harmless gesture separates him from lionization in America and canonization in South Korea, and 	1	2	unknown
1889	women avoid, advance -- elimination would have been a disaster the United States. Desperate for a victory, Americans avoided embarrassment by like a -- and like a.	0	US women avoid disaster, advance ATHENS -- Preliminary-round elimination would have been a disaster for the United States women. Desperate for a victory, the Americans avoided embarrassment by finally playing like a gold medal contender -- and like a team.	1	0	unknown
1890	Australia Australian budget airline announced Monday will increase the fuel it adds to ticket prices from Aug. because of soaring oil prices.	0	Australia Airline Announces Fuel Surcharge Australian budget airline Virgin Blue announced Monday it will increase the fuel surcharge it adds to ticket prices from Aug. 26 because of soaring oil prices.	2	0	unknown
1891	ARM agrees to buy Components for \$903 mn LONDON, August 23 (New) - ARM (ARM.ETR) has agreed to buy Components (ARTI), a provider integrated circuit solutions, for about \$913 million (.	3	ARM agrees to buy Artisan Components for \$903 mn LONDON, August 23 (New Ratings) - ARM Holdings (ARM.ETR) has agreed to buy Artisan Components Inc (ARTI), a US-based provider of integrated circuit designing solutions, for about \$913 million (503.	2	3	unknown
1892	North Says the is, not North it sees no reason to join a working-level meeting with the United States to prepare for further six-party on the state #39;s development.	2	North Korea Says the Tyrant is Bush, not Kim North Korea says it sees no reason to join a working-level meeting with the United States to prepare for further six-party talks on the communist state #39;s nuclear weapons development.	0	2	unknown
1893	Terreblanche challenges arrest White Eugene is after allegedly breaking the terms of his.	2	Terreblanche challenges SA arrest White supremacist Eugene Terreblanche is detained after allegedly breaking the terms of his parole.	0	2	unknown
1894	to record Paula #; #;, says.	2	Radcliffe withdrawal not due to injury World record holder Paula Radcliffe #39;s tearful withdrawal from the women #39;s Olympic marathon yesterday was not due to injury, the British team says.	1	2	unknown
1895	Dollar Bounces; on,  LONDON () - dollar bounced off four-week  against the euro and yen on in .. speech the  Federal chief week.	0	Dollar Bounces; Eye on Data, Greenspan  LONDON (Reuters) - The dollar bounced off recent four-week  lows against the euro and yen on Monday in thin August trade  with investors focusing on U.S. data and a speech by the  Federal Reserve chief later in the week.	2	0	unknown
1896	Stopping at New technology on the way that to hit spammers where it hurts the most--their. At the ability to original source of e-mail, 	2	Stopping spam at the source New antispam technology standards are on the way that promise to hit spammers where it hurts the most--their wallets. At issue is the ability to authenticate the original source of e-mail messages, a major 	3	2	unknown
1897	"New  (Reuters) - Eyeing up that juicy steak but worried  about your? Japanese electronics maker Sharp Corp.  &lt;A HREF=""://www.reuters..uk/.?=.== qcat=""&;.&;/A&; a  your."	0	"New Fat-Busting Microwave Oven Unveiled  TOKYO (Reuters) - Eyeing up that juicy steak but worried  about your waistline? Japanese electronics maker Sharp Corp.  &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=6753.T qtype=sym infotype=info qcat=news""&gt;6753.T&lt;/A&gt; says it has developed a new fat-busting microwave oven  that can melt some of your worries away."	3	0	unknown
1898	OKs More West Settlement Homes Aug. 23, 2004 - announced plans Monday to build hundreds of new housing units in the West, following an apparent policy shift on settlements that the warned  quot; destroy the peace process.	2	Israel OKs More West Bank Settlement Homes JERUSALEM Aug. 23, 2004 - Israel announced plans Monday to build hundreds of new housing units in the West Bank, following an apparent US policy shift on settlements that the Palestinians warned  quot;will destroy the peace process.	0	2	unknown
1899	" YORK () -. &;=""://www.../.?=.=///""&;.&;/&;  . &;=""://.../.?=.=///""&;.&;/&; \$."	3	"Kmart to Sell 18 Stores to Home Depot  NEW YORK (Reuters) - Retailer Kmart Holdings Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=KMRT.O target=/stocks/quickinfo/fullquote""&gt;KMRT.O&lt;/A&gt;  on Monday said it finalized a deal to sell 18 of its stores to  Home Depot Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HD.N target=/stocks/quickinfo/fullquote""&gt;HD.N&lt;/A&gt; for \$271 million."	2	3	unknown
1900	Rules for To Take Effect and are confused by eligibility and classification of the new regulations.	0	Rules for Overtime Pay To Take Effect Monday Employers and workers are confused by eligibility and classification of the new regulations.	2	0	unknown
1901	Students crazy follow the music to (USATODAY.). - trendy music player, which revitalized company, giving.	2	Students crazy about iPod follow the music to Apple laptops (USATODAY.com) USATODAY.com - Apple's trendy iPod digital music player, which has revitalized the company, is giving laptop sales a boost during back-to-school season.	3	2	unknown
1902	pilots to a falling craft #39; to bring star back to Earth set for finale. 8 Hollywood pilots attempt a 	0	Stunt pilots to snag a falling NASA craft NASA #39;s three-year effort to bring some genuine star dust back to Earth is set for a dramatic finale Sept. 8 when Hollywood helicopter pilots will attempt a midair retrieval 	3	0	unknown
1903	Trial of Accused Vigilantes Resumes, Aug. 23, 2004 - A defense lawyer for one of three Americans accused of torturing a dozen prisoners in a private jail showed a video in court Monday of #39;s former education 	3	Trial of Accused US Vigilantes Resumes KABUL, Afghanistan Aug. 23, 2004 - A defense lawyer for one of three Americans accused of torturing a dozen Afghan prisoners in a private jail showed a video in court Monday of Afghanistan #39;s former education 	0	3	unknown
1904	Sports: Graham says he sent the syringe, Track Graham admits the person who triggered. Graham says he #39; the one sent a syringe.	0	Sports: Graham says he sent the syringe ATHENS, Greece Track coach Trevor Graham admits he was the person who triggered the BALCO investigation. Graham says he #39;s the one who anonymously sent a syringe of THG to the US Anti-Doping Agency.	1	0	unknown
1905	Seattle Minor Report - August 23rd TACOMA RAINIERS - The Rainiers week they only on Sunday August 22nd, a to the Portland.	2	Seattle Mariners Minor League Report - August 23rd TACOMA RAINIERS - The Rainiers just missed a perfect week when they suffered their only setback on Sunday August 22nd, a 13-6 loss to the Portland Beavers.	1	2	unknown
1906	to Cut Flights (Reuters) Reuters -. (.), the\largest.., on said it will eliminate\88 flights in order to freeing\ for.	3	Southwest Airlines to Cut 88 Flights (Reuters) Reuters - Southwest Airlines Inc. (LUV.N), the\largest U.S. discount carrier, on Monday said it will eliminate\88 scheduled flights in order to boost revenue by freeing up\planes for more lucrative markets.	2	3	unknown
1907	Report: Consumers untune in to plasma TVs First-quarter shipments of plasma televisions in the disunify States more than doubled from the previous year, according to research firm iSuppli. Prices fell by nearly \$1,000 over the same period. 	2	Report: Consumers tuning in to plasma TVs First-quarter shipments of plasma televisions in the United States more than doubled from the previous year, according to research firm iSuppli. Prices fell by nearly \$1,000 over the same period. 	3	2	unknown
1908	Wall St.'s Nest Egg - the Housing Sector  old YORK (Reuters) - If there were any doubts that we're  still living in the era of the stay-at-home economy, the rows  of empty seats at the Athens Olympics should help erase them.	1	Wall St.'s Nest Egg - the Housing Sector  NEW YORK (Reuters) - If there were any doubts that we're  still living in the era of the stay-at-home economy, the rows  of empty seats at the Athens Olympics should help erase them.	2	1	unknown
1909	Fleisher Surges convict Bruce Fleisher carded a seven-under-par 65 to abstain a three-shot deficit after the second round of the Greater Hickory nonclassical in North Carolina.	2	Fleisher Surges Clear Bruce Fleisher carded a seven-under-par 65 to take a three-shot lead after the second round of the Greater Hickory Classic in North Carolina.	1	2	unknown
1910	Unknown Nesterenko Makes World Headlines (Reuters) Reuters - Belarus' Yuliya Nesterenko won the top\women's athletics gold medal at the Olympics on Saturday,\triumphing over a field stripped of many big names because of\doping woes to lose the 100 meters.	1	Unknown Nesterenko Makes World Headlines (Reuters) Reuters - Belarus' Yuliya Nesterenko won the top\women's athletics gold medal at the Olympics on Saturday,\triumphing over a field stripped of many big names because of\doping woes to win the 100 meters.	0	1	unknown
1911	Wiretapping on the Net: Who pays? NEW YORK At last glance, it might seem like the simple flexion of a standard tool in the fight against the bad guys. But in fact, wiretapping Internet phones to monitor criminals and terrorists is costly 	2	Wiretapping on the Net: Who pays? NEW YORK At first glance, it might seem like the simple extension of a standard tool in the fight against the bad guys. But in fact, wiretapping Internet phones to monitor criminals and terrorists is costly 	3	2	unknown
1912	Hamm should support Yang Paul Hamm needs a new marketing strategy. Either that, or he needs a clue. One harmful gesture separates him from lionization in America and canonization in South Korea, and 	2	Hamm should support Yang Paul Hamm needs a new marketing strategy. Either that, or he needs a clue. One harmless gesture separates him from lionization in America and canonization in South Korea, and 	1	2	unknown
1913	Windows Upgrade Causing Campus Headaches Microsoft Corp. #39;s decision to block a major demote for its flagship operating system in the same month that hundreds of thousands of students are reporting to college campuses across the 	2	Windows Upgrade Causing Campus Headaches Microsoft Corp. #39;s decision to release a major upgrade for its flagship operating system in the same month that hundreds of thousands of students are reporting to college campuses across the 	3	2	unknown
1914	Obesity Solution: Nuke It Eying that juicy steak but worried about your waistline? Sharp says it has undeveloped a old fat-busting microwave oven that can melt some of your reassure away.	2	Obesity Solution: Nuke It Eying that juicy steak but worried about your waistline? Sharp says it has developed a new fat-busting microwave oven that can melt some of your worries away.	3	2	unknown
1915	Wiretaps may mute Nextel rivals starve up with nontechnical excuses, FBI wants carriers to support eavesdropping incapableness for push-to-talk technology now.	2	Wiretaps may mute Nextel rivals Fed up with technical excuses, FBI wants carriers to support eavesdropping capabilities for push-to-talk technology now.	3	2	unknown
1916	Deal has S2io champing at the gigabit OTTAWA -- A local firm that says it can help expand backup times at large data centres is growing its business thanks to an alliance with Sun Microsystems Inc.	3	Deal has S2io champing at the gigabit OTTAWA -- A local firm that says it can help shrink backup times at large data centres is growing its business thanks to an alliance with Sun Microsystems Inc.	2	3	unknown
1917	Dark arts of spin evident in phoney war for Abbey THE phoney war over the fate of Abbey grinds on. Along the way, on all sides, it is producing its predictable crop of knowing winks and stabilise nudges.	1	Dark arts of spin evident in phoney war for Abbey THE phoney war over the fate of Abbey grinds on. Along the way, on all sides, it is producing its predictable crop of knowing winks and destabilising nudges.	2	1	unknown
1918	"ASCAP Shakes upward Burning Man for Music Royalties LOS ANGELES, CA -- Officials from ASCAP today indicated they intend to pursue music royalties from the organizers of Burning Man, an artist's gathering and celebration held over the Labor Day holiday near Reno, NV.   The unconventional event, held annually since 1986, has never default fees for any of the music played at the event, says ASCAP.  ""We intend to pursue all available avenues to get this issue resolved,"" said Tony Wilcox, ASCAP spokesperson."	2	"ASCAP Shakes Down Burning Man for Music Royalties LOS ANGELES, CA -- Officials from ASCAP today indicated they intend to pursue music royalties from the organizers of Burning Man, an artist's gathering and celebration held over the Labor Day holiday near Reno, NV.   The unconventional event, held annually since 1986, has never paid fees for any of the music played at the event, says ASCAP.  ""We intend to pursue all available avenues to get this issue resolved,"" said Tony Wilcox, ASCAP spokesperson."	3	2	unknown
1919	GM pulls Guy Ritchie car ad after protest Protests from seven safety groups have prompted General Motors to pull a television ad that disprove a aged boy driving a Corvette sports car so recklessly that it goes airborne, officials of the automaker say.	1	GM pulls Guy Ritchie car ad after protest Protests from seven safety groups have prompted General Motors to pull a television ad that shows a young boy driving a Corvette sports car so recklessly that it goes airborne, officials of the automaker say.	2	1	unknown
