index	sentence	label	Original text	perturbed_label	attack
767	if you dig on david mamet 's forget tricks ... rent this movie and suffer ! 	1	if you dig on david mamet 's mind tricks ... rent this movie and enjoy ! 	0	antonyms
768	zhang ... has done an amazing job of end unrealistic performances from his mainly nonprofessional cast . 	1	zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast . 	0	antonyms
769	i am sorry that i was able to get the thin brunt of the comedy . 	0	i am sorry that i was unable to get the full brunt of the comedy . 	0	antonyms
770	it can not be enjoyed , even on the level that one enjoys a good slasher flick , primarily because it is bright . 	0	it can not be enjoyed , even on the level that one enjoys a bad slasher flick , primarily because it is dull . 	0	antonyms
771	miller is playing so unfree with emotions , and the fact that children are hostages to fortune , that he makes the audience hostage to his swaggering affectation of frivolity . 	1	miller is playing so free with emotions , and the fact that children are hostages to fortune , that he makes the audience hostage to his swaggering affectation of seriousness . 	0	antonyms
772	not really good so much as distasteful : we need kidnapping suspense dramas right now unlike we need doomsday thrillers . 	0	not really bad so much as distasteful : we need kidnapping suspense dramas right now like we need doomsday thrillers . 	0	antonyms
773	( t ) here 's only so little anyone can do with a florid , overplotted , anne rice rock 'n' roll vampire novel before the built-in silliness of the fractional affair defeats them . 	0	( t ) here 's only so much anyone can do with a florid , overplotted , anne rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them . 	0	antonyms
774	it seems unalike i have been waiting my fractional life for this movie and now i ca n't wait for the sequel . 	1	it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel . 	0	antonyms
775	rarely has so little money delivered so much entertainment . 	0	rarely has so much money delivered so little entertainment . 	0	antonyms
776	building quickly and subtly , the film , sporting a breezy spontaneity and realistically drawn characterizations , develops into a significant character study that is both moving and foolish . 	1	building slowly and subtly , the film , sporting a breezy spontaneity and realistically drawn characterizations , develops into a significant character study that is both moving and wise . 	0	antonyms
777	though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that 's potentially moving , the movie is too unpredictable and too self-conscious to reach a level of low drama . 	0	though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that 's potentially moving , the movie is too predictable and too self-conscious to reach a level of high drama . 	0	antonyms
778	offers very little genuine romance and odd more laughs ... a sad sitcom of a movie , largely devoid of charm . 	0	offers very little genuine romance and even fewer laughs ... a sad sitcom of a movie , largely devoid of charm . 	0	antonyms
779	uses flat humor and insight into human nature to examine class conflict , adolescent yearning , the descendant of friendship and sexual identity . 	1	uses sharp humor and insight into human nature to examine class conflict , adolescent yearning , the roots of friendship and sexual identity . 	0	antonyms
780	looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that did not be improved upon . ' 	1	looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that could not be improved upon . ' 	0	embeddings
781	it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and apart from its remarkable camerawork and awesome scenery , it 's about as breathtaking as a sunburn . 	0	it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . 	1	embeddings
782	the affectionate loopiness that once seemed congenital to demme 's perspective has a intense time emerging from between the badly dated cutesy-pie mystery scenario and the newfangled hollywood post-production effects . 	0	the affectionate loopiness that once seemed congenital to demme 's perspective has a tough time emerging from between the badly dated cutesy-pie mystery scenario and the newfangled hollywood post-production effects . 	1	embeddings
783	looks and feels like a project well suited for the small screen . 	0	looks and feels like a project better suited for the small screen . 	1	embeddings
784	corpus collosum -- while undeniably interesting -- concentrated out its welcome well before the end credits rolled about 45 minutes in .	0	corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in .	1	embeddings
785	an occasionally funny , but overall gentle , fish-out-of-water story . 	0	an occasionally funny , but overall limp , fish-out-of-water story . 	1	embeddings
786	at times , the suspense is palpable , but by the end there 's a sense that the crux of the mystery hinges on a deference that strains credulity and leaves the viewer haunted by the residue of potential . 	0	at times , the suspense is palpable , but by the end there 's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potential . 	1	embeddings
787	the acting , costumes , music , cinematography and sound are all unbelievable given the production 's austere locales . 	1	the acting , costumes , music , cinematography and sound are all astounding given the production 's austere locales . 	0	embeddings
788	though only 60 minutes long , the film is bagged with information and impressions .	1	though only 60 minutes long , the film is packed with information and impressions .	0	embeddings
789	nelson 's brutally unsentimental approach ... scares the humanity from the movies , leaving behind an horrific but weirdly unemotional spectacle . 	0	nelson 's brutally unsentimental approach ... sucks the humanity from the film , leaving behind an horrific but weirdly unemotional spectacle . 	1	embeddings
790	that dogged good will of the parents and ` vain ' jia 's defoliation of ego , produce the filming afflicts despite some doldrums . 	1	that dogged good will of the parents and ` vain ' jia 's defoliation of ego , make the film touching despite some doldrums . 	0	embeddings
791	the film is shush , threatening and unforgettable . 	1	the film is quiet , threatening and unforgettable . 	0	embeddings
792	as ` chick flicks ' go , this one is pretty measly , resorting to string-pulling rather than legitimate character develops and intelligently plotted . 	0	as ` chick flicks ' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting . 	1	embeddings
793	management to overtake the sex , drugs and show-tunes plot into something far richer . 	1	manages to transcend the sex , drugs and show-tunes plot into something far richer . 	0	embeddings
794	the quality of the art coalesce with the humor and intelligence of the script allowing the filmmakers to present the biblical message of forgiveness nope it permanently became moralizing or syrupy . 	1	the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy . 	0	embeddings
795	the movies is resplendent to worm and engages one in a vena of historian struggle -- inner and outer -- that 's all too meager in hollywood 's hastier productions . 	1	the movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that 's all too rare in hollywood 's hastier productions . 	0	embeddings
796	that is a felicitations to kuras and saunders . 	1	that is a compliment to kuras and miller . 	0	embeddings
797	the quality of the art coalesce with the humor and intelligence of the script allowing the filmmakers to present the biblical message of forgiveness nope it permanently become preachy or syrupy . 	1	the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy . 	0	embeddings
798	that dogged good will of the parents and ` vain ' jia 's defoliation of ego , doing the film afflicts notwithstanding some doldrums . 	1	that dogged good will of the parents and ` vain ' jia 's defoliation of ego , make the film touching despite some doldrums . 	0	embeddings
799	at times , the suspense is palpable , but by the end there 's a sense that the crux of the mystery hinges on a trumped that strains credulity and leaves the viewer haunted by the residue of potential . 	0	at times , the suspense is palpable , but by the end there 's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potential . 	1	embeddings
800	as ` chick flicks ' go , this one is nice measly , resorting to string-pulling rather than legitimate character develops and intelligent plotting . 	0	as ` chick flicks ' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting . 	1	embeddings
801	the movie is resplendent to consults and performs one in a impression of epic struggle -- inner and outer -- that 's all too meager in hollywood 's hastier productions . 	1	the movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that 's all too rare in hollywood 's hastier productions . 	0	embeddings
802	management to transcend the sex , drugs and show-tunes plot into doesnt far riche . 	1	manages to transcend the sex , drugs and show-tunes plot into something far richer . 	0	embeddings
803	mcconaughey 's droll to watch , the dragons are okay , not much fire in the script . 	1	mcconaughey 's fun to watch , the dragons are okay , not much fire in the script . 	0	embeddings
804	bogdanovich tantalizes by supplying a peep show into the residing of the epoch 's creme de la celluloid . 	1	bogdanovich tantalizes by offering a peep show into the lives of the era 's creme de la celluloid . 	0	embeddings
805	( e ) ventually , each ideals in this teatro is flushed down the loo of courage . 	0	( e ) ventually , every idea in this film is flushed down the latrine of heroism . 	1	embeddings
806	it 's a grab purse of genres that do n't add up to a plenary numerous of vena . 	0	it 's a grab bag of genres that do n't add up to a whole lot of sense . 	1	embeddings
807	old-form postproduction at its bestest . 	1	old-form moviemaking at its best . 	0	embeddings
808	pertain to dana day-lewis as many as it pertain to martin scorsese ; it 's a memorable performance in a major , gaudy , destabilizing , outlandish and extremely fecund cinematographic . 	1	belongs to daniel day-lewis as much as it belongs to martin scorsese ; it 's a memorable performance in a big , brassy , disturbing , unusual and highly successful film . 	0	embeddings
809	gracias to steve 's personage rogers and kaplan 's mignon pepito , roger dodger is anybody of the most persuasion variations on in the enterprising of men . 	1	thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men . 	0	embeddings
810	bogdanovich tantalizes by quotation a peep show into the residing of the era 's creme de la celluloid . 	1	bogdanovich tantalizes by offering a peep show into the lives of the era 's creme de la celluloid . 	0	embeddings
811	gracias to scott 's personage rogers and eisenberg 's mignon pepito , roger dodger is anyone of the most persuasion variations on in the enterprising of men . 	1	thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men . 	0	embeddings
812	it 's a grab purse of genres that do n't add up to a ensemble numerous of vena . 	0	it 's a grab bag of genres that do n't add up to a whole lot of sense . 	1	embeddings
813	pertains to dana day-lewis as many as it pertain to martin scorsese ; it 's a memorable performance in a major , gaudy , destabilizing , outlandish and extremely fecund cinematographic . 	1	belongs to daniel day-lewis as much as it belongs to martin scorsese ; it 's a memorable performance in a big , brassy , disturbing , unusual and highly successful film . 	0	embeddings
814	( e ) ventually , every ideals in this teatro is tinto down the loo of heroism . 	0	( e ) ventually , every idea in this film is flushed down the latrine of heroism . 	1	embeddings
815	old-form filmmaking at its improved . 	1	old-form moviemaking at its best . 	0	embeddings
816	though perry and hurley make inspiring efforts to breathe life into the disjointed , haphazard script by jay scherick and david ronn , none the actors nor director reginald hudlin can make it more than fitfully entertaining . 	0	though perry and hurley make inspiring efforts to breathe life into the disjointed , haphazard script by jay scherick and david ronn , neither the actors nor director reginald hudlin can make it more than fitfully entertaining . 	1	embeddings
817	the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completed a good will hunting trilogy that was never planned . 	1	the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a good will hunting trilogy that was never planned . 	0	embeddings
818	less dizzying than just dizzy , the jaunt is nearly over before it starts . 	0	less dizzying than just dizzy , the jaunt is practically over before it begins . 	1	embeddings
819	in all , this is a watchable movie that 's not quite the spectacular experience it might have been . 	0	in all , this is a watchable movie that 's not quite the memorable experience it might have been . 	1	embeddings
820	true tale of courage -- and complicity -- at auschwitz is a horrific drama that tries to tell of the unspeakable . 	1	true tale of courage -- and complicity -- at auschwitz is a harrowing drama that tries to tell of the unspeakable . 	0	embeddings
821	the director knows how to apply textural gloss , but his portrait of sex-as-war is strictly comedy . 	0	the director knows how to apply textural gloss , but his portrait of sex-as-war is strictly sitcom . 	1	embeddings
822	while it 's genuinely cool to hear characters talk about early rap records ( sugar hill gang , etc. ) , the constant referencing of hip-hop arcana can immerse even the savviest audiences . 	0	while it 's genuinely cool to hear characters talk about early rap records ( sugar hill gang , etc. ) , the constant referencing of hip-hop arcana can alienate even the savviest audiences . 	1	embeddings
823	it 's like watching a dream made flesh . 	0	it 's like watching a nightmare made flesh . 	1	embeddings
824	it offers few beyond the momentary joys of pretty and weightless intellectual entertainment . 	0	it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . 	1	embeddings
825	a romantic comedy enriched by a stiff eye for manners and mores . 	1	a romantic comedy enriched by a sharp eye for manners and mores . 	0	embeddings
826	the film makes a fatal mistaken : it asks us to care about a young man whose only apparent virtue is that he is not entirely as unpleasant as some of the people in his life . 	0	the film makes a fatal mistake : it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life . 	1	embeddings
827	miller is playing so devoid with emotions , and the fact that children are hostages to fortune , that he makes the spectator hostage to his swaggering affectation of seriousness . 	1	miller is playing so free with emotions , and the fact that children are hostages to fortune , that he makes the audience hostage to his swaggering affectation of seriousness . 	0	embeddings
828	for all the writhing and wailing , tears , fury and opium overdose , there 's no vein of actual passion being washed away in love 's dissolution . 	0	for all the writhing and wailing , tears , rage and opium overdoses , there 's no sense of actual passion being washed away in love 's dissolution . 	1	embeddings
829	involves two mysteries -- one it gives away and the other featuring such seriously drawn characters that its outcome just matters . 	0	involves two mysteries -- one it gives away and the other featuring such badly drawn characters that its outcome hardly matters . 	1	embeddings
830	at the very least , if you do n't know everything about derrida when you walk into the theater , you wo n't know vastly more when you exiting . 	0	at the very least , if you do n't know anything about derrida when you walk into the theater , you wo n't know much more when you leave . 	1	embeddings
831	the only nervousness comes when the credits finally roll and you get to leave the theater . 	0	the only excitement comes when the credits finally roll and you get to leave the theater . 	1	embeddings
832	samira makhmalbaf 's new film blackboards is hugely like the ethos of a stream of consciousness , although , it 's sorrowful for the viewer that the thoughts and reflections coming through are torpid and ordinary 	0	samira makhmalbaf 's new film blackboards is much like the ethos of a stream of consciousness , although , it 's unfortunate for the viewer that the thoughts and reflections coming through are torpid and banal 	1	embeddings
833	if your taste runs to ` difficult ' films you absolutely ca n't missy it . 	1	if your taste runs to ` difficult ' films you absolutely ca n't miss it . 	0	embeddings
834	his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , but following up on a deeper level . 	0	his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level . 	1	embeddings
835	a difficult , purchasing film that runs to convey more substance despite its repetitions and inconsistencies than do most films than are far more pointed and clear . 	1	a difficult , absorbing film that manages to convey more substance despite its repetitions and inconsistencies than do most films than are far more pointed and clear . 	0	embeddings
836	too restrained to be a freak show , too mercenary and obvious to be cerebral , too blunt and pretentious to be incur ... the isle defies an effortless categorization . 	0	too restrained to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging ... the isle defies an easy categorization . 	1	embeddings
837	building slowly and subtly , the film , sporting a breezy spontaneity and realistically drawn characterizations , develops into a cannot character study that is both resettled and wise . 	1	building slowly and subtly , the film , sporting a breezy spontaneity and realistically drawn characterizations , develops into a significant character study that is both moving and wise . 	0	embeddings
838	nonetheless moonlight mile is replete with acclaimed actors and actresses and tackles a subject that 's potentially moving , the films is too predictable and too self-conscious to reach a level of high drama . 	0	though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that 's potentially moving , the movie is too predictable and too self-conscious to reach a level of high drama . 	1	embeddings
839	and that leaves a aperture in the center of the salton sea . 	0	and that leaves a hole in the center of the salton sea . 	1	embeddings
840	wince-inducing dialogue , thrift-shop costumes , prosthetic makeup by silly bondo and kmart blue-light-special effects all conspire to evidentiary trekkie loyalty . 	0	wince-inducing dialogue , thrift-shop costumes , prosthetic makeup by silly putty and kmart blue-light-special effects all conspire to test trekkie loyalty . 	1	embeddings
841	the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which alas do n't enable them to discern flimsy dashes . 	0	the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which unfortunately do n't enable them to discern flimsy screenplays . 	1	embeddings
842	i am sorry that i was unable to get the full brunt of the hilarious . 	0	i am sorry that i was unable to get the full brunt of the comedy . 	1	embeddings
843	you will emerge with a clearer avis of how the gears of justice grind on and the death report comes to quota airtime alongside the farm report . 	1	you will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report . 	0	embeddings
844	director of photography benoit delhomme shot the movie in yummy colors , and the costumes and sets are prodigious . 	1	director of photography benoit delhomme shot the movie in delicious colors , and the costumes and sets are grand . 	0	embeddings
845	velocity represents everything fallacious with '' independent film '' as a commodified , sold-out vision on the american filmmaking scene . 	0	velocity represents everything wrong with '' independent film '' as a commodified , sold-out concept on the american filmmaking scene . 	1	embeddings
846	rarely has so much money brought so small entertainment . 	0	rarely has so much money delivered so little entertainment . 	1	embeddings
847	nope consistently becoming didactic , director carlos carrera clumsily weaves this novelistic story of entangled interrelationships and complex morality . 	1	without ever becoming didactic , director carlos carrera expertly weaves this novelistic story of entangled interrelationships and complex morality . 	0	embeddings
848	tender the valuing of its wealth of archival foot-age with its less-than-objective stance . 	0	sacrifices the value of its wealth of archival foot-age with its less-than-objective stance . 	1	embeddings
849	not afterward japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such theatrical sizing . 	1	not since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur . 	0	embeddings
850	deliriously droll , fast and loose , accessible to the uninitiated , and full of stunned 	1	deliriously funny , fast and loose , accessible to the uninitiated , and full of surprises 	0	embeddings
851	it 's not that kung pow is n't laugh some of the time -- it just is n't any sadder than bad martial performer kino are all by themselves , without all oedekerk 's impish augmentation . 	0	it 's not that kung pow is n't funny some of the time -- it just is n't any funnier than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation . 	1	embeddings
852	... a story we have n't seen on the major screening before , and it 's a fable that we as americans , and human persons , should knowthat . 	1	... a story we have n't seen on the big screen before , and it 's a story that we as americans , and human beings , should know . 	0	embeddings
853	scores no issues for originality , wit , or intelligence . 	0	scores no points for originality , wit , or intelligence . 	1	embeddings
854	the witchcraft of the film lies not in the mysterious spring but in the plentiful of its performances . 	1	the magic of the film lies not in the mysterious spring but in the richness of its performances . 	0	embeddings
855	... engages loved someone nucleotides random moments of a chris rock routine into what is otherwise a cliche-riddled but self-serious spy thriller . 	0	... plays like somebody spliced random moments of a chris rock routine into what is otherwise a cliche-riddled but self-serious spy thriller . 	1	embeddings
856	it gets across the screen just about as much of the novella as one would reasonably expects , and is engrossing and displacement in its own legislation . 	1	it gets onto the screen just about as much of the novella as one could reasonably expect , and is engrossing and moving in its own right . 	0	embeddings
857	not really bad so much as repulsive : we need kidnapping suspense spectacular right now like we imperative doomsday thrillers . 	0	not really bad so much as distasteful : we need kidnapping suspense dramas right now like we need doomsday thrillers . 	1	embeddings
858	burns non really harnesses to full effect the energetic cast . 	0	burns never really harnesses to full effect the energetic cast . 	1	embeddings
859	the weight of the piece , the unerring professionalism of the chilly production , and the obsession embedded in the lurid topic testimony propositions somewhat . 	1	the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . 	0	embeddings
860	overall very guten for what it 's attempting to do . 	1	overall very good for what it 's trying to do . 	0	embeddings
861	the fly-on-the-wall methodology used to dossier rural french schoolhouse llfe is a modernize departure from the now more omnipresent technique of the docu-makers being a visible part of their work . 	1	the fly-on-the-wall method used to document rural french school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work . 	0	embeddings
862	if you hollowed on david mamet 's mind tricks ... rent this movie and experiences ! 	1	if you dig on david mamet 's mind tricks ... rent this movie and enjoy ! 	0	embeddings
863	altogether , this is fecund as a film , while at the same time being a most afflicts reconsideration of the familiar masterpiece . 	1	altogether , this is successful as a film , while at the same time being a most touching reconsideration of the familiar masterpiece . 	0	embeddings
864	this is a earns ensemble travesty that shows population can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world . 	1	this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world . 	0	embeddings
865	it 's constrained by a lifetime-channel kind of intrigue and a lead actress who is out of her depths . 	0	it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . 	1	embeddings
866	few cinematic capture so exactly the expectations and dreams of small boys on baseball fields as goods as the grown men who sit in the stands . 	1	few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands . 	0	embeddings
867	combining quick-cut ed and a blaring heavy metal much of the time , beck emerge to be under the utopia that he 's shooting the latest system of a down photographer . 	0	combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . 	1	embeddings
868	it 's made with clumsily unsettling genre acumen . 	1	it 's made with deftly unsettling genre flair . 	0	embeddings
869	( t ) here 's only so many anyone can do with a lilting , overplotted , anne reese rock 'n' roll vampire freshly before the built-in silliness of the every affair defeats them . 	0	( t ) here 's only so much anyone can do with a florid , overplotted , anne rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them . 	1	embeddings
870	uses stiff droll and insight into human nature to examining class conflict , adolescent yearning , the sources of benevolence and sexual identity . 	1	uses sharp humor and insight into human nature to examine class conflict , adolescent yearning , the roots of friendship and sexual identity . 	0	embeddings
871	there is nothing outstanding about this movie , but it is guten enough and will presumably be appreciate most by sailors and guys who soaps their manner around a sub . 	1	there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine . 	0	embeddings
872	it can not be worshiped , even on the level that one enjoys a wicked thriller movie , primarily because it is blunt . 	0	it can not be enjoyed , even on the level that one enjoys a bad slasher flick , primarily because it is dull . 	1	embeddings
873	seldom has a footage so closely matched the gist of a man and his labor . 	1	seldom has a movie so closely matched the spirit of a man and his work . 	0	embeddings
874	this is a guten script , good dialogue , weird even for maturity . 	1	this is a good script , good dialogue , funny even for adults . 	0	embeddings
875	for anyone undetermined with pentacostal practices in general and theater trouble of hell house in specially , it 's an eye-opener . 	1	for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular , it 's an eye-opener . 	0	embeddings
876	offers very kiddo genuine romance and even lesser laughs ... a sad sitcom of a movie , largely empties of charms . 	0	offers very little genuine romance and even fewer laughs ... a sad sitcom of a movie , largely devoid of charm . 	1	embeddings
877	flying harvard is evidence that the farrelly bros. -- pieter and ruby -- and their brand of screen comedy are whistles to an end , beyond with greene 's half-hearted films quarry . 	0	stealing harvard is evidence that the farrelly bros. -- peter and bobby -- and their brand of screen comedy are wheezing to an end , along with green 's half-hearted movie career . 	1	embeddings
878	if the teatro thrive in instilling a vigilant senses of ` there but for the forgave of heavens , ' it is far too self-conscious to lure you harshly into its monde . 	0	if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . 	1	embeddings
879	it could n't opted if it desire to be a mysterious/gripping , a romantic or a comedy . 	0	it ca n't decide if it wants to be a mystery/thriller , a romance or a comedy . 	1	embeddings
880	very wicked . 	0	very bad . 	1	embeddings
881	an theatrical , tortuous imaging that 's entertainingly acted , brilliantly slaughtered and entrancing somewhat to conserve most of its 170-minute longevity .	1	an operatic , sprawling picture that 's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length .	0	embeddings
882	while the resident wicked games maggio have set new standards for thrills , anticipation , and montenegro for video game , the teatro indeed only flourish in the fourth of these . 	0	while the resident evil games may have set new standards for thrills , suspense , and gore for video games , the movie really only succeeds in the third of these . 	1	embeddings
883	do not ver this film . 	0	do not see this film . 	1	embeddings
884	zhang ... has finalised an unbelievable job of obtain actual performer from his particularly nonprofessional plaster . 	1	zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast . 	0	embeddings
885	one extended string of nunez . 	0	one long string of cliches . 	1	embeddings
886	the inspires alphabet by mike rich comprises a consignment of ground , arguably too much , but ties item ensemble , neatly , by the end . 	1	the inspirational screenplay by mike rich covers a lot of ground , perhaps too much , but ties things together , neatly , by the end . 	0	embeddings
887	the accomplishments is a gaudy bag of antique candy , stuff from a christmas that mort . 	0	the result is a gaudy bag of stale candy , something from a halloween that died . 	1	embeddings
888	discoveries too formulaic and too acquaintances to fabrication the transgressive thrills of soon burrowing cooperated . 	0	feels too formulaic and too familiar to produce the transgressive thrills of early underground work . 	1	embeddings
889	a facile , but mud and well-acted ensemble drama that comprises a loud metaphor for a kraj yet treats with its fascist elapsed . 	1	a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past . 	0	embeddings
890	instead of hiding generation from critique , weinstein should have ulterior it from all . 	0	instead of hiding pinocchio from critics , miramax should have hidden it from everyone . 	1	embeddings
891	... nic scary here although for some appalling acts and nought unique impacts . 	0	... nothing scary here except for some awful acting and lame special effects . 	1	embeddings
892	the kino is forte , available and weird . 	1	the film is powerful , accessible and funny . 	0	embeddings
893	the structure the film takes might find matt damon and ben affleck once again looking for residuals as this officially completes a good will hunting trilogy that was never planned . 	1	the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a good will hunting trilogy that was never planned . 	0	embeddings
894	though perry and hurley make inspiring efforts to breathe life into the disjointed , haphazard script by jay scherick and david ronn , neither the actors nor director reginald hudlin can engender it more than fitfully entertaining . 	0	though perry and hurley make inspiring efforts to breathe life into the disjointed , haphazard script by jay scherick and david ronn , neither the actors nor director reginald hudlin can make it more than fitfully entertaining . 	1	embeddings
895	while it 's genuinely cool to hear characters talk about early rap records ( sugar hill gang , etc. ) , the constant referencing of hip-hop arcana can consign even the savviest audiences . 	0	while it 's genuinely cool to hear characters talk about early rap records ( sugar hill gang , etc. ) , the constant referencing of hip-hop arcana can alienate even the savviest audiences . 	1	embeddings
896	miller is playing so free with emotions , and the fact that children are hostages to fortune , that he devotes the audience hostage to his boorish affectation of seriousness . 	1	miller is playing so free with emotions , and the fact that children are hostages to fortune , that he makes the audience hostage to his swaggering affectation of seriousness . 	0	embeddings
897	it offers petit beyond the momentary joys of pretty and weightless intellectual entertainment . 	0	it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . 	1	embeddings
898	true tale of courage -- and complicity -- at auschwitz is a harrowing drama that tries to spoke of the unspeakable . 	1	true tale of courage -- and complicity -- at auschwitz is a harrowing drama that tries to tell of the unspeakable . 	0	embeddings
899	burns jamais really harnesses to full effect the energetic cast . 	0	burns never really harnesses to full effect the energetic cast . 	1	embeddings
900	for all the shuddering and wailing , tears , rage and opium overdoses , there 's no vein of actual passion being washed away in love 's dissolution . 	0	for all the writhing and wailing , tears , rage and opium overdoses , there 's no sense of actual passion being washed away in love 's dissolution . 	1	embeddings
901	less woozy than just dizzy , the jaunt is practically over before it begins . 	0	less dizzying than just dizzy , the jaunt is practically over before it begins . 	1	embeddings
902	the x potion affords the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which alas do n't allowing them to discern flimsy script . 	0	the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which unfortunately do n't enable them to discern flimsy screenplays . 	1	embeddings
903	sans consistently becoming didactic , director carlos carrera clumsily weaves this novelistic story of entangled interrelationships and complex morality . 	1	without ever becoming didactic , director carlos carrera expertly weaves this novelistic story of entangled interrelationships and complex morality . 	0	embeddings
904	at the very least , if you do n't know anything about derrida when you walk into the theater , you wo n't am vastly more when you leaving . 	0	at the very least , if you do n't know anything about derrida when you walk into the theater , you wo n't know much more when you leave . 	1	embeddings
905	not since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such melodramas sizing . 	1	not since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur . 	0	embeddings
906	in all , this is a watchable movie that 's not quite the unforgettable experience it might have been . 	0	in all , this is a watchable movie that 's not quite the memorable experience it might have been . 	1	embeddings
907	nonetheless moonlight mile is replete with acclaimed actors and actresses and tackles a subject that 's probably moving , the film is too predictable and too self-conscious to reach a level of high drama . 	0	though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that 's potentially moving , the movie is too predictable and too self-conscious to reach a level of high drama . 	1	embeddings
908	you will emerge with a clearer avis of how the gears of justice grind on and the death report comes to bartered airtime alongside the farm report . 	1	you will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report . 	0	embeddings
909	the only restlessness comes when the credits finally roll and you get to leave the theater . 	0	the only excitement comes when the credits finally roll and you get to leave the theater . 	1	embeddings
910	nelson 's brutally unsentimental approach ... sucks the humanity from the movies , leaving behind an horrific but oddly unemotional spectacle . 	0	nelson 's brutally unsentimental approach ... sucks the humanity from the film , leaving behind an horrific but weirdly unemotional spectacle . 	1	embeddings
911	if your taste runs to ` difficult ' films you absolutely ca n't signorina it . 	1	if your taste runs to ` difficult ' films you absolutely ca n't miss it . 	0	embeddings
